,Region,IndustrySector,Sex,Ethnicity,Race,VeteranStatus,SizeOfFirm,FACTORS_P,FACTORS_P_LABEL,NumberOfRespondents,FIRMPDEMP_PCT,FIRMPDEMP_PCT_F,TotalRevenueOfFirmsInCategory,RCPPDEMP_PCT,RCPPDEMP_PCT_F,NumberOfEmployeesInCategory,EMP_PCT,EMP_PCT_F,AnnualPayroll,PAYANN_PCT,PAYANN_PCT_F,FIRMPDEMP_PCT_S,FIRMPDEMP_PCT_S_F,RCPPDEMP_PCT_S,RCPPDEMP_PCT_S_F,EMP_PCT_S,EMP_PCT_S_F,PAYANN_PCT_S,PAYANN_PCT_S_F
2905,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,All firms,T1E36R04,Artificial Intelligence: Required data not reliable,0,0.0,S,0,0.0,S,0,0.0,S,0,0.0,S,0.0,S,0.0,S,0.0,S,0.0,S
2906,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,All firms,T1E36R05,Artificial Intelligence: Lacked access to required human capital and talent,523,0.7,,1266866,1.1,,9034,1.2,,355291,1.1,,0.1,,1.6,,0.9,,0.9,
2907,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,All firms,T1E36R06,Artificial Intelligence: Laws and regulations,0,0.0,S,0,0.0,S,0,0.0,S,0,0.0,S,0.0,S,0.0,S,0.0,S,0.0,S
2908,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,All firms,T1E36R07,Artificial Intelligence: Concerns regarding safety and security (physical security and/or cyber security),567,0.8,,2733609,2.3,,13583,1.8,,761177,2.5,,0.1,,1.3,,1.0,,1.5,
2909,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,All firms,T1E36R08,Artificial Intelligence: Lacked access to capital,920,1.3,,3350083,2.8,,12307,1.6,,493792,1.6,,0.3,,4.3,,0.8,,0.9,
2910,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,All firms,T1E36R09,Artificial Intelligence: Technology not applicable to this business,35568,50.0,,49935267,42.4,,342145,45.0,,12851421,41.5,,1.2,,6.0,,4.0,,5.5,
2911,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,All firms,T1E36R10,Artificial Intelligence: No factors adversely affected the adoption of this technology,29826,42.0,,57260633,48.6,,354797,46.7,,15508455,50.1,,1.4,,6.0,,3.9,,5.8,
2912,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,All firms,T1E36R99,Artificial Intelligence: Total Reporting,71099,100.0,,117812425,100.0,,759567,100.0,,30981558,100.0,,0.0,,0.0,,0.0,,0.0,
2913,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,All firms,T2E36R01,Cloud-Based: Technology was too expensive,4489,6.3,,5955861,5.1,,42929,5.7,,1289338,4.2,,0.6,,2.1,,1.0,,1.4,
2914,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,All firms,T2E36R02,Cloud-Based: Technology was not mature,0,0.0,S,0,0.0,S,0,0.0,S,0,0.0,S,0.0,S,0.0,S,0.0,S,0.0,S
2915,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,All firms,T2E36R03,Cloud-Based: Lacked access to required data,0,0.0,S,0,0.0,S,0,0.0,S,0,0.0,S,0.0,S,0.0,S,0.0,S,0.0,S
2916,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,All firms,T2E36R04,Cloud-Based: Required data not reliable,0,0.0,S,0,0.0,S,0,0.0,S,0,0.0,S,0.0,S,0.0,S,0.0,S,0.0,S
2917,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,All firms,T2E36R05,Cloud-Based: Lacked access to required human capital and talent,510,0.7,,568544,0.5,,7554,1.0,,253173,0.8,,0.2,,0.3,,0.6,,0.5,
2918,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,All firms,T2E36R06,Cloud-Based: Laws and regulations,0,0.0,S,0,0.0,S,0,0.0,S,0,0.0,S,0.0,S,0.0,S,0.0,S,0.0,S
2919,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,All firms,T2E36R07,Cloud-Based: Concerns regarding safety and security (physical security and/or cyber security),1483,2.1,,5977030,5.1,,30278,4.0,,1702514,5.5,,0.3,,1.9,,1.1,,1.6,
2920,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,All firms,T2E36R08,Cloud-Based: Lacked access to capital,766,1.1,,844764,0.7,,6747,0.9,,231803,0.8,,0.2,,0.3,,0.4,,0.3,
2921,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,Firms with no employees,T4E36R10,Robotics: No factors adversely affected the adoption of this technology,1706,46.8,,578568,46.4,,0,0.0,,67933,58.1,,4.6,,9.3,,0.0,,8.5,
2922,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,Firms with no employees,T4E36R99,Robotics: Total Reporting,3643,100.0,,1246837,100.0,,0,0.0,,116976,100.0,,0.0,,0.0,,0.0,,0.0,
2923,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,Firms with no employees,T5E36R01,Specialized Equipment: Technology was too expensive,0,0.0,S,0,0.0,S,0,0.0,S,0,0.0,S,0.0,S,0.0,S,0.0,S,0.0,S
2924,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,Firms with no employees,T5E36R02,Specialized Equipment: Technology was not mature,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,,0.0,,0.0,,0.0,
2926,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,Firms with no employees,T5E36R04,Specialized Equipment: Required data not reliable,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,,0.0,,0.0,,0.0,
2928,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,Firms with no employees,T5E36R06,Specialized Equipment: Laws and regulations,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,,0.0,,0.0,,0.0,
2929,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,Firms with no employees,T5E36R07,Specialized Equipment: Concerns regarding safety and security (physical security and/or cyber security),0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,,0.0,,0.0,,0.0,
2930,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,Firms with no employees,T5E36R08,Specialized Equipment: Lacked access to capital,0,0.0,S,0,0.0,S,0,0.0,S,0,0.0,S,0.0,S,0.0,S,0.0,S,0.0,S
2931,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,Firms with no employees,T5E36R09,Specialized Equipment: Technology not applicable to this business,1265,34.7,,374881,30.1,,0,0.0,,33992,29.1,,3.0,,6.5,,0.0,,5.5,
2932,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,Firms with no employees,T5E36R10,Specialized Equipment: No factors adversely affected the adoption of this technology,2033,55.8,,821664,65.9,,0,0.0,,70961,60.7,,3.1,,7.4,,0.0,,8.2,
2933,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,Firms with no employees,T5E36R99,Specialized Equipment: Total Reporting,3644,100.0,,1247005,100.0,,0,0.0,,116987,100.0,,0.0,,0.0,,0.0,,0.0,
2934,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,All firms,T2E36R09,Cloud-Based: Technology not applicable to this business,27190,38.3,,33376471,28.4,,231500,30.8,,8279314,26.8,,1.6,,7.7,,5.1,,5.7,
2935,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,All firms,T2E36R10,Cloud-Based: No factors adversely affected the adoption of this technology,36925,52.1,,70914220,60.4,,438288,58.2,,19105024,61.9,,1.5,,9.5,,5.5,,5.8,
2936,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,All firms,T2E36R99,Cloud-Based: Total Reporting,70906,100.0,,117366815,100.0,,752662,100.0,,30874907,100.0,,0.0,,0.0,,0.0,,0.0,
2937,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,All firms,T3E36R01,Specialized Software: Technology was too expensive,4628,6.5,,5238478,4.5,,36763,4.9,,1082593,3.5,,0.5,,1.9,,0.6,,0.9,
2938,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,All firms,T3E36R02,Specialized Software: Technology was not mature,0,0.0,S,0,0.0,S,0,0.0,S,0,0.0,S,0.0,S,0.0,S,0.0,S,0.0,S
2939,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,All firms,T3E36R03,Specialized Software: Lacked access to required data,132,0.2,,136625,0.1,,1603,0.2,,35346,0.1,,0.1,,0.2,,0.2,,0.2,
2940,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,All firms,T3E36R04,Specialized Software: Required data not reliable,78,0.1,,79446,0.1,,1440,0.2,,34934,0.1,,0.1,,0.1,,0.2,,0.2,
2941,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,All firms,T3E36R05,Specialized Software: Lacked access to required human capital and talent,624,0.9,,556582,0.5,,6018,0.8,,178887,0.6,,0.2,,0.2,,0.4,,0.2,
2942,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,All firms,T3E36R06,Specialized Software: Laws and regulations,395,0.6,,749572,0.6,,7589,1.0,,278271,0.9,,0.2,,0.3,,0.6,,0.4,
2943,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,All firms,T3E36R07,Specialized Software: Concerns regarding safety and security (physical security and/or cyber security),0,0.0,S,0,0.0,S,0,0.0,S,0,0.0,S,0.0,S,0.0,S,0.0,S,0.0,S
2944,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,All firms,T3E36R08,Specialized Software: Lacked access to capital,952,1.3,,895134,0.8,,8079,1.1,,239474,0.8,,0.2,,0.3,,0.5,,0.3,
2945,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,All firms,T3E36R09,Specialized Software: Technology not applicable to this business,26519,37.5,,32254091,27.5,,226719,30.2,,8303442,27.0,,1.6,,7.5,,5.1,,5.9,
2946,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,All firms,T3E36R10,Specialized Software: No factors adversely affected the adoption of this technology,38118,53.9,,68142709,58.2,,447613,59.6,,18694537,60.7,,1.6,,10.6,,5.6,,8.1,
2947,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,All firms,T3E36R99,Specialized Software: Total Reporting,70782,100.0,,117107246,100.0,,750654,100.0,,30793832,100.0,,0.0,,0.0,,0.0,,0.0,
2948,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,All firms,T4E36R01,Robotics: Technology was too expensive,4400,6.2,,7611959,6.5,,41591,5.5,,1389681,4.5,,0.5,,2.2,,0.6,,1.1,
2949,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,All firms,T4E36R02,Robotics: Technology was not mature,503,0.7,,2257464,1.9,,5813,0.8,,233874,0.8,,0.2,,2.8,,0.4,,0.4,
2950,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,All firms,T4E36R03,Robotics: Lacked access to required data,0,0.0,S,0,0.0,S,0,0.0,S,0,0.0,S,0.0,S,0.0,S,0.0,S,0.0,S
2951,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,All firms,T4E36R04,Robotics: Required data not reliable,0,0.0,S,0,0.0,S,0,0.0,S,0,0.0,S,0.0,S,0.0,S,0.0,S,0.0,S
2952,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,All firms,T4E36R05,Robotics: Lacked access to required human capital and talent,0,0.0,S,0,0.0,S,0,0.0,S,0,0.0,S,0.0,S,0.0,S,0.0,S,0.0,S
2953,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,All firms,T4E36R06,Robotics: Laws and regulations,0,0.0,S,0,0.0,S,0,0.0,S,0,0.0,S,0.0,S,0.0,S,0.0,S,0.0,S
2954,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,All firms,T4E36R07,Robotics: Concerns regarding safety and security (physical security and/or cyber security),420,0.6,,2582468,2.2,,11338,1.5,,722161,2.3,,0.1,,1.3,,0.9,,1.4,
2955,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,All firms,T4E36R08,Robotics: Lacked access to capital,735,1.0,,2356689,2.0,,8698,1.1,,278832,0.9,,0.2,,2.8,,0.4,,0.3,
2956,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,All firms,T4E36R09,Robotics: Technology not applicable to this business,36083,51.1,,50491909,43.0,,348477,46.0,,13159261,42.6,,1.3,,6.0,,4.0,,4.9,
2957,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,All firms,T4E36R10,Robotics: No factors adversely affected the adoption of this technology,29513,41.8,,58473614,49.8,,358664,47.3,,15701472,50.8,,1.4,,6.1,,4.1,,5.0,
2958,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,All firms,T4E36R99,Robotics: Total Reporting,70660,100.0,,117508194,100.0,,758072,100.0,,30908478,100.0,,0.0,,0.0,,0.0,,0.0,
2959,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,All firms,T5E36R01,Specialized Equipment: Technology was too expensive,4229,5.9,,5646664,4.8,,37545,4.9,,1143079,3.7,,0.4,,1.9,,0.6,,1.0,
2960,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,All firms,T5E36R02,Specialized Equipment: Technology was not mature,0,0.0,S,0,0.0,S,0,0.0,S,0,0.0,S,0.0,S,0.0,S,0.0,S,0.0,S
2961,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,All firms,T5E36R03,Specialized Equipment: Lacked access to required data,103,0.1,,93702,0.1,,1323,0.2,,26921,0.1,,0.1,,0.2,,0.2,,0.1,
2962,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,All firms,T5E36R04,Specialized Equipment: Required data not reliable,0,0.0,S,0,0.0,S,0,0.0,S,0,0.0,S,0.0,S,0.0,S,0.0,S,0.0,S
2963,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,All firms,T5E36R05,Specialized Equipment: Lacked access to required human capital and talent,382,0.5,,247253,0.2,,3601,0.5,,90584,0.3,,0.2,,0.1,,0.4,,0.1,
2964,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,All firms,T5E36R06,Specialized Equipment: Laws and regulations,0,0.0,S,0,0.0,S,0,0.0,S,0,0.0,S,0.0,S,0.0,S,0.0,S,0.0,S
2965,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,All firms,T5E36R07,Specialized Equipment: Concerns regarding safety and security (physical security and/or cyber security),0,0.0,S,0,0.0,S,0,0.0,S,0,0.0,S,0.0,S,0.0,S,0.0,S,0.0,S
2966,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,All firms,T5E36R08,Specialized Equipment: Lacked access to capital,1184,1.7,,1006603,0.9,,9310,1.2,,274539,0.9,,0.3,,0.4,,0.6,,0.4,
2967,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,All firms,T5E36R09,Specialized Equipment: Technology not applicable to this business,30827,43.4,,41903672,35.6,,286689,37.7,,10935468,35.3,,1.1,,6.5,,4.1,,4.6,
2968,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,All firms,T5E36R10,Specialized Equipment: No factors adversely affected the adoption of this technology,34774,48.9,,68338827,58.0,,425698,56.1,,18362062,59.3,,1.4,,7.7,,4.2,,5.1,
2969,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,All firms,T5E36R99,Specialized Equipment: Total Reporting,71086,100.0,,117785561,100.0,,759480,100.0,,30980190,100.0,,0.0,,0.0,,0.0,,0.0,
2970,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,Firms with 1 to 9 employees,T1E36R01,Artificial Intelligence: Technology was too expensive,2885,5.8,,1816467,6.1,,9507,5.6,,317944,4.7,,0.5,,0.8,,0.6,,0.5,
2971,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,Firms with 1 to 9 employees,T1E36R02,Artificial Intelligence: Technology was not mature,746,1.5,,366098,1.2,,2276,1.4,,111678,1.6,,0.3,,0.3,,0.3,,0.4,
2972,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,Firms with 1 to 9 employees,T1E36R03,Artificial Intelligence: Lacked access to required data,177,0.4,,81314,0.3,,478,0.3,,30679,0.5,,0.1,,0.1,,0.1,,0.2,
2973,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,Firms with 1 to 9 employees,T1E36R04,Artificial Intelligence: Required data not reliable,169,0.3,,154853,0.5,,602,0.4,,45973,0.7,,0.1,,0.2,,0.2,,0.4,
2974,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,Firms with 1 to 9 employees,T1E36R05,Artificial Intelligence: Lacked access to required human capital and talent,257,0.5,,117284,0.4,,622,0.4,,36829,0.5,,0.1,,0.2,,0.1,,0.2,
2975,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,Firms with 1 to 9 employees,T1E36R06,Artificial Intelligence: Laws and regulations,0,0.0,S,0,0.0,S,0,0.0,S,0,0.0,S,0.0,S,0.0,S,0.0,S,0.0,S
2976,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,Firms with 1 to 9 employees,T1E36R07,Artificial Intelligence: Concerns regarding safety and security (physical security and/or cyber security),0,0.0,S,0,0.0,S,0,0.0,S,0,0.0,S,0.0,S,0.0,S,0.0,S,0.0,S
2977,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,Firms with 1 to 9 employees,T1E36R08,Artificial Intelligence: Lacked access to capital,532,1.1,,260222,0.9,,1734,1.0,,99228,1.5,,0.3,,0.3,,0.3,,0.5,
2978,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,Firms with 1 to 9 employees,T1E36R09,Artificial Intelligence: Technology not applicable to this business,25255,50.6,,14790597,49.9,,80897,48.1,,3404571,50.3,,1.3,,2.1,,1.6,,2.1,
2979,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,Firms with 1 to 9 employees,T1E36R10,Artificial Intelligence: No factors adversely affected the adoption of this technology,20842,41.8,,12490394,42.1,,74759,44.4,,2867756,42.3,,1.3,,2.6,,1.9,,1.9,
2980,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,Firms with 1 to 9 employees,T1E36R99,Artificial Intelligence: Total Reporting,49897,100.0,,29654560,100.0,,168340,100.0,,6774145,100.0,,0.0,,0.0,,0.0,,0.0,
2981,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,Firms with 1 to 9 employees,T2E36R01,Cloud-Based: Technology was too expensive,3046,6.1,,1728990,5.8,,9293,5.5,,301668,4.5,,0.8,,0.7,,0.8,,0.5,
2982,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,Firms with 1 to 9 employees,T2E36R02,Cloud-Based: Technology was not mature,186,0.4,,64619,0.2,,540,0.3,,18253,0.3,,0.1,,0.1,,0.2,,0.1,
2983,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,Firms with 1 to 9 employees,T2E36R03,Cloud-Based: Lacked access to required data,0,0.0,S,0,0.0,S,0,0.0,S,0,0.0,S,0.0,S,0.0,S,0.0,S,0.0,S
2984,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,Firms with 1 to 9 employees,T2E36R04,Cloud-Based: Required data not reliable,0,0.0,S,0,0.0,S,0,0.0,S,0,0.0,S,0.0,S,0.0,S,0.0,S,0.0,S
2985,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,Firms with 1 to 9 employees,T2E36R05,Cloud-Based: Lacked access to required human capital and talent,245,0.5,,104551,0.4,,496,0.3,,14266,0.2,,0.1,,0.1,,0.1,,0.1,
2986,United States,Total for all sectors,Total,Total,Equally minority/nonminority,Total,Firms with 1 to 9 employees,T2E36R06,Cloud-Based: Laws and regulations,0,0.0,S,0,0.0,S,0,0.0,S,0,0.0,S,0.0,S,0.0,S,0.0,S,0.0,S
